知乎作者,作者id,回答时间,赞同数,底下评论数,回答内容
是彩虹妹妹丫,06345abd8ab946493597733ff4a8be59,2021-08-11 16:46:43,0,0,咋都是嘲讽这个实习生情商低的捏？对于这个实习生来说，这波啊，这波就是血赚也都扒出来了，他爸是上市公司高管，他自己也算是个二代了能拿二代镀金和咱们普通人去大厂实习比吗？如果是个普通人这么干，确实可以说他是低情商，马上就要被开了但他是二代呀指不定这就是他们全家一起想出来的好对策呢他们在乎一份大厂实习工作泡汤吗？在乎吗？在乎吗？只有我们普通人才在乎所以吧这个事情，好多回答的叙事角度就。。。，挺拧巴的。。。要是狙他二代，并没有真正和咱无产阶级站在一起，那就重点狙他爱出风头、高调、蹭热度，而不能说他不懂职场规则不会说话要是狙他不懂职场规则不会说话，那就狙他感叹号多，霸道要求上级必须回复，公开内部聊天记录触碰红线，而不能说他二代、爱出风头。因为以上这两个狙点，本质上是对立的我个人观感是，他这次的行动是蓄意为之，并且全家（甚至背后的天士力）共同配合完成的。老实说，我之前根本就不知道天士力这家公司，更别说这还是个上市公司了（当然大家也可以认为是我见识浅短。不过，天士力的知名度和影响力，是远远不如腾讯阿里的）所以通过这一波操作，给天士力打了一波超级广告，二代本人也收获名声，以后就是牛闪闪的、曾经指着腾讯老总的鼻子下命令的热血二代青年。这人设不说多么正面多么完美吧，至少没什么问题，甚至有一大波人是支持他的。付出的代价呢？二代失去一份大厂实习工作？被人嘲是低情商热血楞小伙？这对二代及其背后的家庭来说，算个什么代价？简直就是血赚好吧没有大厂实习了？喝谁爱去谁去，二代原本就没打算去，去上市公司天士力接他爸的班当高管不比腾讯实习香多了？被人嘲低情商？喝要的就是这个效果，要的就是没有负面影响、没什么成本、效果还特别棒的营销。（没有负面影响指的是对他家背后的天士力而言。现在没有人因此去抵制天士力，舆论也没有任何正当理由去抵制天士力。）至于说他家都被扒出来了，这个对他们来说可能也真的不是什么坏事，搞不好他们就是想出名呢。只要他们家没有什么偷税漏税违法乱纪违背道德的事情被锤出来，这甚至是件好事。毕竟，很多人是有虚荣心的。自己是二代，自己老爸是总裁这种事，只有说出来，才能达到满足虚荣心的目的。还记得那个在姐姐还身陷囹圄，自己却要打着华为小公主的名头出道的“资本家的丑女儿”吗？本质上是一样的，自己家里有钱，自己“出身高贵”这件事，就是要被人知道，才能真正满足自己的虚荣心和优越感呀。
齐北布衣,19d2a6083915b20c7694a19ddf1c3fa3,2021-08-11 16:43:20,0,0,这实习下个月去杭州阿里总部报道，跟蒋芳一起，专门抓这个员工内部陪酒事情，以及男女作风问题。成为阿里高的纪检委
知乎用户,525c326a0172f9da2ba1103a34a8f44f,2021-08-11 16:39:30,0,0,赵括纸上谈兵，赵王硬要让他去打秦国，强行把廉颇换了下来，最后四十五万赵军在赵括的带领下被秦军全数坑杀。最后导致了赵国的灭亡。你说这样的人腾讯敢用吗？
三楼的咖啡猫,084336e9982010a8428f70ff463aa8b5,2021-08-11 16:37:02,0,0,只有一个感觉：好大的官威
大树小草,3fbaf8db4aab56129c32b95eb5ad00e9,2021-08-11 16:36:33,0,1,团建破冰不需要技术经验，腾讯拒绝潜规则还能活的这么滋润，一不靠垄断，二不靠资本，三不靠外包风险项目，完全凭的是自己技术的真本事，比阿里强多了。
YoungBlock,721225718e2fd2c97e02032d4b72d443,2021-08-11 16:36:22,0,0,看法就是没有看法，提这个问题多少有点魔怔，这其实就是为啥人家能在腾讯“暑期实习”，而你还在这里问大家怎么看的原因。
Lewstherin,de7362b2219a602d2b3d651e4537425e,2021-08-11 16:35:33,0,0,这种人不就是大学里那种跟老师关系打得火热，没事折腾同学搞这个那个活动，最后自己名利双收那种人在香港鼓动学生上街游行，完了自己带着履历去美国那种人家里人火灾去逝，赶紧凹人设当网红那种人吗拖着平台、同事一块给自己喂人血馒头。你说人血呢？只是阿里这事没见血罢了，本质没差别恶化打工人工作环境的老鼠
随许,990bce345a541ebb396e40053dc1925f,2021-08-11 16:31:45,0,0,哈哈哈。这种自命不凡的应届生很多，我见过不少，动不动就指导公司战略规划的都有。事没错，但是不论语气、方式、规矩全错了别的不说，招他进来的倒血霉了
刘培茄中校,3eee5697acc81e9236a465bd2bbdc335,2021-08-11 16:31:23,0,0,我只想腾讯死
知乎用户,011f473c4fb2206d55db66eb0ca3e8e9,2021-08-11 16:29:26,0,0,还是腾讯的业务高级，换儿子就行。相较之下，阿里还酒桌出事，阿里业务太难做了。
苏打,c4c51169b033c041a3e859389cbe3de9,2021-08-11 16:25:42,0,0,马化腾、刘炽平：你在教我做事？
知乎用户,e1a7c2c4ac79e6404e647a9165c40a23,2021-08-11 16:21:28,0,0,首先，我想说一句，初生牛犊不怕虎其次，我想说，本次发表的言论，是基于我对该事件的个人片面认知得出来的观点，并不代表本人整体观点，也不代表与本人相关的任何个体和团体的观点，特此申明。再次，我想聊一聊这件事。事本身有没有问题？如果从实习生的角度来看，应该是没有问题的。为什么这么说，作为一个实习生，从芸芸众生中脱颖而出，摘得腾讯的实习岗位，一点小小的骄傲还是有的，这点小小的骄傲伴随着阿里事件的发生，逐渐转变成了是否需要借此机会让自己一个实习生在公司高层眼中留名的小心思。毕竟是内部渠道，做了，成与不成，自己都是一个与众不同的人，成大事者何拘小节？所以，他做了，没有问题。只不过，他没有预想到会造成如此之大的影响，如果知道，他也许会再三思而行。从旁观者的角度看来，或者说，我觉得：这件事，有待商榷。为什么这样说？在打算做这件事的时候，该实习生是否了解过腾讯本身的规章制度？当然，我也不知道，那我就以最大的恶意来揣测，他没有。如果他了解过，他大可以将其中的缺陷点出来，给与相对应的建议。我想，他这样做，在高层眼中会好一点，至少做事靠谱。另外，作为一个实习生，想要让上层注意到你，其实大可不必，尤其以这种建言的形式。为什么这样说？首先，德不配位，注意到了，你的才能并不能让最高层给予你升职加薪（说的比较俗）。如果是为了留在腾讯，大可以像直接上级、或者与此事相关的职能部门建言，如果还不放心，职能部门的领导？意思是，想达到目的，其实有很多方法。只不过，他选择了影响最大，最不可取的一种（纯属个人片面观点，不上升任何个人、团体，狗头报命）最后，我们说到拒绝陪酒这件事。陪酒，有没有必要，仁者见仁智者见智，只能说，不要把陪酒当作耍流氓的借口。其实，陪酒这个词，听着挺别扭的客户维护，吃个饭，喝个酒很正常，不逾矩，即可。商务应酬，不可避免，当然，也可避免，老话，仁者见仁智者见智。为什么这样说？有些东西，你不能用简单的正反来评判，如果是政府部门，大搞宴请之风，好不好？肯定不好。如果是企业，大搞吃喝送礼，好不好？按理来说也不好，但是，如果能为企业带来丰厚的利润，能不能行，企业乐得如此，员工拼了命去做，为什么？因为得生活，个中辛酸，只有当事人清楚。不能说不好，只能说，有些人喜欢，有些人不喜欢，不能拿自己的不喜欢去否定别人的喜欢。（当然，不逾矩、不违规）最最后，回归问题本身，如何看待这件事。可做，但是可以采取更合理、更理智、更有效的方式去做。
look,741ce929846b0b0c55020042c2c031a0,2021-08-11 16:19:19,0,0,屁条例、只要无能傻逼搬砖的在这里义愤填青，不是说男女平等吗？女的不谈业务？你沾不上边谁叫你、如果你是下属不管男女都应该要为公司发展努力、当然、涉嫌违法自然有法律、所以努力提升自己业务能力搞好工作才是人生赢家、
再也遇不到这样的人,99c0de6f2cd39a900e5db6239a7290c4,2021-08-11 16:17:51,0,0,看了下大概事情内容，发表一下个人观点：看待问题，发现问题，解决问题，解决问题注重的是方式方法，作为实习生把自己摆在了道德制高点，如果真想解决这个问题可以给建设性建议或者倡议书形式更或者是自己做一份关于保护职场女性的方案出来，通过合适的途径递交给相关管理人员。但以这种方式带有命令性质的举措确实不妥，不过事情已经发生，就看腾讯会做出如何实质性操作来应对此事件，这也算是一种公关行为，处理的好能升华腾讯的企业文化，处理不好，那又会引出更多问题。难题交给了腾讯高层。
李白,30fc6aaa2c161472cad9520827d2c1c4,2021-08-11 16:17:20,0,0,你在教我做事？
互联网俊明说,c3c05ae78521007559597b808d04720a,2021-08-11 16:12:47,0,0,这种提议可以有，但肯定不该是这位实习生去提。在任何大公司或官场，越厨代庖的事，要么落得一世清明，要么留下无穷后患。酒桌文化肯定是糟粕，但既然能成为一种文化，不是一朝一夕的事，要和旧文化做斗争，不能只靠“谏臣”。社会对一种现象，没有形成共识，一个公司想要先行，那这个公司办事、行事必然会处处掣肘。所以，只能说，这位腾讯实习生勇气可嘉，但不值得效仿。
狗叫汪汪碎冰冰,c214889b9ac398af6009777ee99934d3,2021-08-11 16:10:09,0,0,小马哥务必尽快回复你不要不识抬举
宋立,ba06cd3f2d0866471d8e15debdab7a3d,2021-08-11 16:09:50,0,0,天士力，不是那个天津知名企业吗？深陷传销舆论漩涡？贵公司太子，从作风来看，还是比较有天士力公司企业文化特点的。对于大厂来说，还是无法适应贵公司的文化呀。
小彩虹,356abecafa3828cf739fe080b44a43ac,2021-08-11 16:09:07,0,0,问题根源是，领导让你陪酒在试试不轨前，你根本无法拒绝。从公司内部，“强制”组织聚会酒入手，问题完美解决
你的老姨,0c3e27fae5f8dbbfc0a7fac3b5e7d3ae,2021-08-11 16:07:23,0,0,我不会打那么多字，就是无语跟我带的一个实习生一个样，你都不知道还有多大的惊喜等着你，为他的心疼一分钟
青哥,bf468e4251d590cc5dd313a1ef1933de,2021-08-11 16:06:07,0,0,如果这件事是真的我想说，太天真了还没长大呢？
匿名用户,0,2021-08-11 16:04:27,0,1,总结起来一句话狂妄
张先生,10d273d5da93c88f575c2a2e6c0911ca,2021-08-11 16:04:06,0,0,小伙子，你给小马哥的信息里少了个“务必回复”这样显得你很没有底气呀不知道你能不能看到我的回答，如果看到务必回复一下赶紧
知乎用户,e6339878d593dc37712f3c4fd823b03e,2021-08-11 16:02:56,0,0,先看看和电子厂收入差距缩小能不能接受。。都是打工人，收入高的必定在工种和工作用脑拼命上有所区别。一穷二白的销售人员，可能就是因为胆量和勇气博得了一点点成功酒文化传承五千年，诗词歌赋因酒而生的围绕酒而作的也众多，文人墨客多少喝点这粮食的精华，中国的酒文化比起西方红酒文化来说更源远流长，包含的东西也更多。阿里这个事情，只能说过渡饮酒或者过度扭曲了酒场价值，并不能直接封杀，就好比车要开，不是让你无脑上路一脚，而是按照交通秩序去开，这样人类文明才能向好的方向发展，取酒文化精华，去酒文化糟粕。
木遁三室两厅之术,18e0e0ee514d836866a861ddb1bd8727,2021-08-11 16:02:49,0,0,伞兵一号准备就绪
